/* DATA DESCRIPTION:
Citation:	Horstmann, Jochen; Carrasco, Ruben; Calil, Paulo H R; Iudicone, Daniele; Pesant, Stephane; Erta, J M (2022): Track of Lagrangian drifter 49 during the Mission Microbiomes with the RV Tara along the eastern coast of Brazil [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.948228, 
	In: Horstmann, J et al. (2022): Drifter position data from the eastern coast of Brazil during the project Mission Microbiomes with the RV Tara [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.948261
Project(s):	Atlantic ECOsystems assessment, forecasting & sustainability (AtlantECO) (URI: https://doi.org/10.3030/862923)
	Fondation Tara Expeditions (FondTara) (URI: https://fondationtaraocean.org/en/home/)
	Mission Microbiomes (MM2020) (URI: https://fondationtaraocean.org/expedition/mission-microbiomes/)
Funding:	Horizon 2020 of the European Commission (H2020) (URI: https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en), grant/award no. 862923: Atlantic ECOsystems assessment, forecasting & sustainability (URI: https://doi.org/10.3030/862923)
Coverage:	MEDIAN LATITUDE: 16.106562 * MEDIAN LONGITUDE: -68.243733 * SOUTH-BOUND LATITUDE: 4.311600 * WEST-BOUND LONGITUDE: -75.398430 * NORTH-BOUND LATITUDE: 19.816760 * EAST-BOUND LONGITUDE: -50.622970
	DATE/TIME START: 2021-09-04T21:03:32 * DATE/TIME END: 2022-02-01T00:02:43
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Event(s):	TARA_Microbiomes_DRIFT-49 * LATITUDE START: 4.352910 * LONGITUDE START: -50.647710 * LATITUDE END: 18.239970 * LONGITUDE END: -75.050600 * DATE/TIME START: 2021-09-04T21:03:32 * DATE/TIME END: 2022-02-01T00:02:43 * LOCATION: Eastern Brazilian coast * CAMPAIGN: MM20210824_LEG-05_035-040_Martin * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Drifter (DRIFT)
Parameter(s):	LATITUDE (Latitude) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * METHOD/DEVICE: GPS receiver mounted on Lagrangian drifter
	LONGITUDE (Longitude) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * METHOD/DEVICE: GPS receiver mounted on Lagrangian drifter
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en)
	Identification (ID) * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * COMMENT: DrifterID
	DATE/TIME (Date/Time) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * COMMENT: UTC
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	37535 data points
*/
Latitude	Longitude	Depth water [m]	ID	Date/Time
4.35291	-50.64771	0	49	2021-09-04T21:03:32
4.33847	-50.63901	0	49	2021-09-04T21:13:31
4.33139	-50.63480	0	49	2021-09-04T21:18:31
4.32465	-50.63068	0	49	2021-09-04T21:23:30
4.31791	-50.62649	0	49	2021-09-04T21:28:35
4.31160	-50.62297	0	49	2021-09-04T21:33:35
4.31473	-50.62494	0	49	2021-09-04T21:38:36
4.31796	-50.62698	0	49	2021-09-04T21:43:35
4.32162	-50.62924	0	49	2021-09-04T21:49:01
4.32456	-50.63098	0	49	2021-09-04T21:53:35
4.32778	-50.63287	0	49	2021-09-04T21:58:35
4.33101	-50.63486	0	49	2021-09-04T22:03:36
4.33424	-50.63678	0	49	2021-09-04T22:08:37
4.33760	-50.63873	0	49	2021-09-04T22:13:38
4.34082	-50.64053	0	49	2021-09-04T22:18:39
4.34415	-50.64236	0	49	2021-09-04T22:23:40
4.34752	-50.64426	0	49	2021-09-04T22:28:36
4.35091	-50.64606	0	49	2021-09-04T22:33:36
4.35443	-50.64801	0	49	2021-09-04T22:38:37
4.35790	-50.64990	0	49	2021-09-04T22:43:34
4.36175	-50.65192	0	49	2021-09-04T22:48:59
4.36512	-50.65372	0	49	2021-09-04T22:53:34
4.36872	-50.65561	0	49	2021-09-04T22:58:34
4.37232	-50.65744	0	49	2021-09-04T23:03:35
4.37586	-50.65911	0	49	2021-09-04T23:08:32
4.37946	-50.66083	0	49	2021-09-04T23:13:32
4.38303	-50.66241	0	49	2021-09-04T23:18:33
4.38668	-50.66406	0	49	2021-09-04T23:23:33
4.39044	-50.66577	0	49	2021-09-04T23:28:34
4.39426	-50.66733	0	49	2021-09-04T23:33:36
4.39807	-50.66882	0	49	2021-09-04T23:38:36
4.40205	-50.67040	0	49	2021-09-04T23:44:01
4.40630	-50.67194	0	49	2021-09-04T23:49:01
4.41001	-50.67337	0	49	2021-09-04T23:53:39
4.41394	-50.67490	0	49	2021-09-04T23:58:39
4.41788	-50.67656	0	49	2021-09-05T00:03:38
4.42183	-50.67810	0	49	2021-09-05T00:08:38
4.42577	-50.67960	0	49	2021-09-05T00:13:36
4.42978	-50.68124	0	49	2021-09-05T00:18:36
4.43382	-50.68291	0	49	2021-09-05T00:23:34
4.43785	-50.68445	0	49	2021-09-05T00:28:34
4.44193	-50.68613	0	49	2021-09-05T00:33:31
4.44603	-50.68771	0	49	2021-09-05T00:38:32
4.45014	-50.68936	0	49	2021-09-05T00:43:33
4.45458	-50.69104	0	49	2021-09-05T00:48:59
4.45817	-50.69247	0	49	2021-09-05T00:53:30
4.46219	-50.69394	0	49	2021-09-05T00:58:30
4.46624	-50.69560	0	49	2021-09-05T01:03:29
4.47019	-50.69714	0	49	2021-09-05T01:08:29
4.47403	-50.69861	0	49	2021-09-05T01:13:31
4.47794	-50.70001	0	49	2021-09-05T01:18:31
4.48187	-50.70148	0	49	2021-09-05T01:23:34
4.48577	-50.70297	0	49	2021-09-05T01:28:33
4.48946	-50.70432	0	49	2021-09-05T01:33:34
4.49330	-50.70584	0	49	2021-09-05T01:38:33
4.49714	-50.70740	0	49	2021-09-05T01:43:31
4.50173	-50.70932	0	49	2021-09-05T01:49:30
4.50483	-50.71060	0	49	2021-09-05T01:53:29
4.50874	-50.71231	0	49	2021-09-05T01:58:26
4.51269	-50.71405	0	49	2021-09-05T02:03:27
4.51657	-50.71582	0	49	2021-09-05T02:08:25
4.52049	-50.71756	0	49	2021-09-05T02:13:28
4.52440	-50.71927	0	49	2021-09-05T02:18:30
4.52832	-50.72104	0	49	2021-09-05T02:23:27
4.53228	-50.72293	0	49	2021-09-05T02:28:27
4.53627	-50.72479	0	49	2021-09-05T02:33:29
4.54023	-50.72659	0	49	2021-09-05T02:38:26
4.54410	-50.72824	0	49	2021-09-05T02:43:27
4.54839	-50.73013	0	49	2021-09-05T02:48:55
4.55199	-50.73179	0	49	2021-09-05T02:53:28
4.55589	-50.73337	0	49	2021-09-05T02:58:29
4.55981	-50.73505	0	49	2021-09-05T03:03:28
4.56374	-50.73685	0	49	2021-09-05T03:08:29
4.56766	-50.73867	0	49	2021-09-05T03:13:28
4.57152	-50.74039	0	49	2021-09-05T03:18:28
4.57543	-50.74228	0	49	2021-09-05T03:23:29
4.57925	-50.74417	0	49	2021-09-05T03:28:27
4.58314	-50.74611	0	49	2021-09-05T03:33:27
4.58700	-50.74808	0	49	2021-09-05T03:38:28
4.59076	-50.75012	0	49	2021-09-05T03:43:25
4.59492	-50.75238	0	49	2021-09-05T03:49:00
4.59826	-50.75439	0	49	2021-09-05T03:53:26
4.60194	-50.75644	0	49	2021-09-05T03:58:28
4.60543	-50.75842	0	49	2021-09-05T04:03:25
4.60895	-50.76038	0	49	2021-09-05T04:08:24
4.61242	-50.76239	0	49	2021-09-05T04:13:22
4.61595	-50.76443	0	49	2021-09-05T04:18:23
4.61950	-50.76642	0	49	2021-09-05T04:23:27
4.62310	-50.76846	0	49	2021-09-05T04:28:25
4.62665	-50.77054	0	49	2021-09-05T04:33:29
4.63023	-50.77255	0	49	2021-09-05T04:38:34
4.63374	-50.77454	0	49	2021-09-05T04:43:32
4.63755	-50.77667	0	49	2021-09-05T04:48:59
4.64067	-50.77844	0	49	2021-09-05T04:53:28
4.64417	-50.78043	0	49	2021-09-05T04:58:29
4.64768	-50.78250	0	49	2021-09-05T05:03:28
4.65118	-50.78455	0	49	2021-09-05T05:08:27
4.65471	-50.78656	0	49	2021-09-05T05:13:28
4.65833	-50.78860	0	49	2021-09-05T05:18:30
4.66192	-50.79059	0	49	2021-09-05T05:23:29
4.66664	-50.79315	0	49	2021-09-05T05:29:52
4.66936	-50.79462	0	49	2021-09-05T05:33:31
4.67311	-50.79666	0	49	2021-09-05T05:38:29
4.67693	-50.79880	0	49	2021-09-05T05:43:58
4.68101	-50.80103	0	49	2021-09-05T05:48:58
4.68449	-50.80292	0	49	2021-09-05T05:53:29
4.68822	-50.80499	0	49	2021-09-05T05:58:30
4.69199	-50.80695	0	49	2021-09-05T06:03:33
4.69571	-50.80887	0	49	2021-09-05T06:08:31
4.69950	-50.81088	0	49	2021-09-05T06:13:32
4.70327	-50.81290	0	49	2021-09-05T06:18:31
4.70720	-50.81506	0	49	2021-09-05T06:23:29
4.71102	-50.81712	0	49	2021-09-05T06:28:30
4.71488	-50.81909	0	49	2021-09-05T06:33:30
4.71883	-50.82117	0	49	2021-09-05T06:38:31
4.72275	-50.82315	0	49	2021-09-05T06:43:30
4.72709	-50.82538	0	49	2021-09-05T06:48:56
4.73073	-50.82715	0	49	2021-09-05T06:53:31
4.73468	-50.82913	0	49	2021-09-05T06:58:31
4.73864	-50.83112	0	49	2021-09-05T07:03:29
4.74256	-50.83307	0	49	2021-09-05T07:08:32
4.74657	-50.83505	0	49	2021-09-05T07:13:30
4.75055	-50.83694	0	49	2021-09-05T07:18:31
4.75458	-50.83884	0	49	2021-09-05T07:23:29
4.75859	-50.84073	0	49	2021-09-05T07:28:32
4.76252	-50.84268	0	49	2021-09-05T07:33:29
4.76649	-50.84470	0	49	2021-09-05T07:38:31
4.77051	-50.84668	0	49	2021-09-05T07:43:31
4.77491	-50.84888	0	49	2021-09-05T07:48:58
4.77858	-50.85066	0	49	2021-09-05T07:53:28
4.78261	-50.85272	0	49	2021-09-05T07:58:27
4.78670	-50.85474	0	49	2021-09-05T08:03:31
4.79069	-50.85657	0	49	2021-09-05T08:08:29
4.79479	-50.85837	0	49	2021-09-05T08:13:32
4.79894	-50.86017	0	49	2021-09-05T08:18:30
4.80313	-50.86200	0	49	2021-09-05T08:23:30
4.80734	-50.86383	0	49	2021-09-05T08:28:31
4.81152	-50.86566	0	49	2021-09-05T08:33:29
4.81577	-50.86758	0	49	2021-09-05T08:38:29
4.81996	-50.86948	0	49	2021-09-05T08:43:26
4.82460	-50.87161	0	49	2021-09-05T08:48:58
4.82840	-50.87332	0	49	2021-09-05T08:53:24
4.83273	-50.87521	0	49	2021-09-05T08:58:24
4.83706	-50.87701	0	49	2021-09-05T09:03:23
4.84132	-50.87881	0	49	2021-09-05T09:08:24
4.84557	-50.88062	0	49	2021-09-05T09:13:24
4.84988	-50.88244	0	49	2021-09-05T09:18:23
4.85421	-50.88416	0	49	2021-09-05T09:23:22
4.85861	-50.88596	0	49	2021-09-05T09:28:25
4.86303	-50.88776	0	49	2021-09-05T09:33:26
4.86751	-50.88959	0	49	2021-09-05T09:38:25
4.87204	-50.89142	0	49	2021-09-05T09:43:25
4.87704	-50.89340	0	49	2021-09-05T09:48:57
4.88106	-50.89499	0	49	2021-09-05T09:53:31
4.88554	-50.89670	0	49	2021-09-05T09:58:30
4.88998	-50.89838	0	49	2021-09-05T10:03:32
4.89439	-50.89993	0	49	2021-09-05T10:08:33
4.89888	-50.90149	0	49	2021-09-05T10:13:30
4.90337	-50.90311	0	49	2021-09-05T10:18:31
4.90787	-50.90482	0	49	2021-09-05T10:23:29
4.91241	-50.90656	0	49	2021-09-05T10:28:26
4.91702	-50.90826	0	49	2021-09-05T10:33:26
4.92160	-50.91000	0	49	2021-09-05T10:38:29
4.92618	-50.91168	0	49	2021-09-05T10:43:27
4.93158	-50.91385	0	49	2021-09-05T10:49:12
4.93555	-50.91534	0	49	2021-09-05T10:53:25
4.94035	-50.91711	0	49	2021-09-05T10:58:30
4.94497	-50.91879	0	49	2021-09-05T11:03:28
4.94959	-50.92026	0	49	2021-09-05T11:08:29
4.95423	-50.92188	0	49	2021-09-05T11:13:33
4.95887	-50.92343	0	49	2021-09-05T11:18:29
4.96355	-50.92505	0	49	2021-09-05T11:23:27
4.96832	-50.92678	0	49	2021-09-05T11:28:32
4.97295	-50.92841	0	49	2021-09-05T11:33:32
4.97766	-50.93011	0	49	2021-09-05T11:38:34
4.98226	-50.93185	0	49	2021-09-05T11:43:33
4.98714	-50.93403	0	49	2021-09-05T11:48:27
4.99092	-50.93600	0	49	2021-09-05T11:53:28
4.99500	-50.93820	0	49	2021-09-05T11:58:29
4.99917	-50.94052	0	49	2021-09-05T12:03:25
5.00320	-50.94258	0	49	2021-09-05T12:08:24
5.00728	-50.94464	0	49	2021-09-05T12:13:24
5.01141	-50.94681	0	49	2021-09-05T12:18:27
5.01555	-50.94901	0	49	2021-09-05T12:23:25
5.01969	-50.95119	0	49	2021-09-05T12:28:26
5.02381	-50.95334	0	49	2021-09-05T12:33:27
5.02802	-50.95551	0	49	2021-09-05T12:38:29
5.03220	-50.95778	0	49	2021-09-05T12:43:28
5.03662	-50.95999	0	49	2021-09-05T12:48:57
5.04035	-50.96207	0	49	2021-09-05T12:53:27
5.04445	-50.96429	0	49	2021-09-05T12:58:30
5.04855	-50.96649	0	49	2021-09-05T13:03:28
5.05258	-50.96875	0	49	2021-09-05T13:08:29
5.05664	-50.97095	0	49	2021-09-05T13:13:26
5.06068	-50.97329	0	49	2021-09-05T13:18:27
5.06471	-50.97552	0	49	2021-09-05T13:23:27
5.06874	-50.97775	0	49	2021-09-05T13:28:26
5.07283	-50.98007	0	49	2021-09-05T13:33:28
5.07683	-50.98230	0	49	2021-09-05T13:38:24
5.08078	-50.98453	0	49	2021-09-05T13:43:24
5.08515	-50.98709	0	49	2021-09-05T13:48:56
5.08871	-50.98917	0	49	2021-09-05T13:53:25
5.09266	-50.99155	0	49	2021-09-05T13:58:25
5.09663	-50.99396	0	49	2021-09-05T14:03:27
5.10055	-50.99634	0	49	2021-09-05T14:08:28
5.10442	-50.99875	0	49	2021-09-05T14:13:29
5.10833	-51.00132	0	49	2021-09-05T14:18:32
5.11224	-51.00372	0	49	2021-09-05T14:23:31
5.11615	-51.00604	0	49	2021-09-05T14:28:31
5.12004	-51.00845	0	49	2021-09-05T14:33:31
5.12395	-51.01089	0	49	2021-09-05T14:38:33
5.12771	-51.01331	0	49	2021-09-05T14:43:34
5.13166	-51.01587	0	49	2021-09-05T14:48:55
5.13506	-51.01807	0	49	2021-09-05T14:53:31
5.13881	-51.02051	0	49	2021-09-05T14:58:29
5.14254	-51.02283	0	49	2021-09-05T15:03:30
5.14619	-51.02527	0	49	2021-09-05T15:08:31
5.14989	-51.02771	0	49	2021-09-05T15:13:28
5.15364	-51.03024	0	49	2021-09-05T15:18:31
5.15735	-51.03287	0	49	2021-09-05T15:23:30
5.16099	-51.03543	0	49	2021-09-05T15:28:29
5.16454	-51.03812	0	49	2021-09-05T15:33:28
5.16792	-51.04077	0	49	2021-09-05T15:38:27
5.17131	-51.04352	0	49	2021-09-05T15:43:26
5.17508	-51.04642	0	49	2021-09-05T15:48:55
5.17821	-51.04886	0	49	2021-09-05T15:53:26
5.18171	-51.05164	0	49	2021-09-05T15:58:27
5.18513	-51.05444	0	49	2021-09-05T16:03:24
5.18859	-51.05737	0	49	2021-09-05T16:08:22
5.19207	-51.06033	0	49	2021-09-05T16:13:23
5.19552	-51.06329	0	49	2021-09-05T16:18:22
5.19893	-51.06616	0	49	2021-09-05T16:23:21
5.20234	-51.06900	0	49	2021-09-05T16:28:24
5.20574	-51.07190	0	49	2021-09-05T16:33:21
5.20910	-51.07484	0	49	2021-09-05T16:38:19
5.21249	-51.07767	0	49	2021-09-05T16:43:19
5.21633	-51.08081	0	49	2021-09-05T16:48:55
5.21929	-51.08322	0	49	2021-09-05T16:53:14
5.22276	-51.08609	0	49	2021-09-05T16:58:11
5.22624	-51.08884	0	49	2021-09-05T17:03:12
5.22971	-51.09167	0	49	2021-09-05T17:08:11
5.23319	-51.09454	0	49	2021-09-05T17:13:12
5.23676	-51.09738	0	49	2021-09-05T17:18:14
5.24024	-51.10028	0	49	2021-09-05T17:23:11
5.24372	-51.10321	0	49	2021-09-05T17:28:13
5.24721	-51.10611	0	49	2021-09-05T17:33:12
5.25079	-51.10907	0	49	2021-09-05T17:38:14
5.25444	-51.11197	0	49	2021-09-05T17:43:12
5.25841	-51.11517	0	49	2021-09-05T17:48:15
5.26180	-51.11783	0	49	2021-09-05T17:53:15
5.26555	-51.12076	0	49	2021-09-05T17:58:17
5.26938	-51.12363	0	49	2021-09-05T18:03:15
5.27319	-51.12647	0	49	2021-09-05T18:08:15
5.27692	-51.12939	0	49	2021-09-05T18:13:15
5.28074	-51.13232	0	49	2021-09-05T18:18:14
5.28450	-51.13525	0	49	2021-09-05T18:23:13
5.28823	-51.13828	0	49	2021-09-05T18:28:11
5.29203	-51.14124	0	49	2021-09-05T18:33:09
