/* DATA DESCRIPTION:
Citation:	Horstmann, Jochen; Carrasco, Ruben; Calil, Paulo H R; Iudicone, Daniele; Pesant, Stephane; Erta, J M (2022): Track of Lagrangian drifter 30 during the Mission Microbiomes with the RV Tara along the eastern coast of Brazil [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.948207, 
	In: Horstmann, J et al. (2022): Drifter position data from the eastern coast of Brazil during the project Mission Microbiomes with the RV Tara [dataset publication series]. PANGAEA, https://doi.org/10.1594/PANGAEA.948261
Project(s):	Atlantic ECOsystems assessment, forecasting & sustainability (AtlantECO) (URI: https://doi.org/10.3030/862923)
	Fondation Tara Expeditions (FondTara) (URI: https://fondationtaraocean.org/en/home/)
	Mission Microbiomes (MM2020) (URI: https://fondationtaraocean.org/expedition/mission-microbiomes/)
Funding:	Horizon 2020 of the European Commission (H2020) (URI: https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-2020_en), grant/award no. 862923: Atlantic ECOsystems assessment, forecasting & sustainability (URI: https://doi.org/10.3030/862923)
Coverage:	MEDIAN LATITUDE: 11.343555 * MEDIAN LONGITUDE: -63.239612 * SOUTH-BOUND LATITUDE: 0.733980 * WEST-BOUND LONGITUDE: -80.931030 * NORTH-BOUND LATITUDE: 16.469250 * EAST-BOUND LONGITUDE: -48.016720
	DATE/TIME START: 2021-09-16T01:08:47 * DATE/TIME END: 2022-01-22T17:07:56
	MINIMUM DEPTH, water: 0 m * MAXIMUM DEPTH, water: 0 m
Event(s):	TARA_Microbiomes_DRIFT-30 * LATITUDE START: 1.059840 * LONGITUDE START: -48.069060 * LATITUDE END: 16.126050 * LONGITUDE END: -80.930440 * DATE/TIME START: 2021-09-16T01:08:47 * DATE/TIME END: 2022-01-22T17:07:56 * LOCATION: Eastern Brazilian coast * CAMPAIGN: MM20210911_LEG-06_041-042_Macapa * BASIS: SV Tara (URI: https://en.wikipedia.org/wiki/Tara_expedition) * METHOD/DEVICE: Drifter (DRIFT)
Parameter(s):	LATITUDE (Latitude) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * METHOD/DEVICE: GPS receiver mounted on Lagrangian drifter
	LONGITUDE (Longitude) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * METHOD/DEVICE: GPS receiver mounted on Lagrangian drifter
	DEPTH, water [m] (Depth water) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en)
	Identification (ID) * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * COMMENT: DrifterID
	DATE/TIME (Date/Time) * GEOCODE * PI: Horstmann, Jochen (https://orcid.org/0000-0002-7979-5736, jochen.horstmann@hereon.de, https://www.hzg.de/institutes_platforms/coastal_research/operational_systems/radar_hydrography/staff/046556/index.php.en) * COMMENT: UTC
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	35009 data points
*/
Latitude	Longitude	Depth water [m]	ID	Date/Time
1.05984	-48.06906	0	30	2021-09-16T01:08:47
1.05203	-48.06753	0	30	2021-09-16T01:13:48
1.05182	-48.06641	0	30	2021-09-16T01:18:47
1.05144	-48.06531	0	30	2021-09-16T01:23:46
1.05093	-48.06421	0	30	2021-09-16T01:28:43
1.05047	-48.06329	0	30	2021-09-16T01:33:44
1.04989	-48.06241	0	30	2021-09-16T01:38:42
1.04928	-48.06155	0	30	2021-09-16T01:43:43
1.04861	-48.06070	0	30	2021-09-16T01:48:41
1.04790	-48.05981	0	30	2021-09-16T01:53:43
1.04716	-48.05893	0	30	2021-09-16T01:59:05
1.04645	-48.05820	0	30	2021-09-16T02:03:43
1.04562	-48.05746	0	30	2021-09-16T02:08:40
1.04478	-48.05673	0	30	2021-09-16T02:13:41
1.04386	-48.05600	0	30	2021-09-16T02:18:38
1.04297	-48.05530	0	30	2021-09-16T02:23:35
1.04203	-48.05460	0	30	2021-09-16T02:28:36
1.04110	-48.05402	0	30	2021-09-16T02:33:33
1.04009	-48.05344	0	30	2021-09-16T02:38:34
1.03900	-48.05289	0	30	2021-09-16T02:43:34
1.03791	-48.05240	0	30	2021-09-16T02:48:34
1.03688	-48.05206	0	30	2021-09-16T02:53:34
1.03570	-48.05164	0	30	2021-09-16T02:58:56
1.03462	-48.05138	0	30	2021-09-16T03:03:33
1.03350	-48.05112	0	30	2021-09-16T03:08:34
1.03234	-48.05090	0	30	2021-09-16T03:13:31
1.03116	-48.05072	0	30	2021-09-16T03:18:29
1.02993	-48.05053	0	30	2021-09-16T03:23:28
1.02873	-48.05044	0	30	2021-09-16T03:28:27
1.02757	-48.05035	0	30	2021-09-16T03:33:27
1.02637	-48.05038	0	30	2021-09-16T03:38:25
1.02513	-48.05038	0	30	2021-09-16T03:43:29
1.02387	-48.05038	0	30	2021-09-16T03:48:29
1.02265	-48.05048	0	30	2021-09-16T03:53:31
1.02129	-48.05063	0	30	2021-09-16T03:58:32
1.02009	-48.05063	0	30	2021-09-16T04:03:32
1.01883	-48.05078	0	30	2021-09-16T04:08:33
1.01752	-48.05099	0	30	2021-09-16T04:13:35
1.01621	-48.05118	0	30	2021-09-16T04:18:34
1.01493	-48.05145	0	30	2021-09-16T04:23:35
1.01365	-48.05173	0	30	2021-09-16T04:28:33
1.01239	-48.05206	0	30	2021-09-16T04:33:34
1.01114	-48.05249	0	30	2021-09-16T04:38:33
1.00982	-48.05295	0	30	2021-09-16T04:43:35
1.00851	-48.05338	0	30	2021-09-16T04:48:36
1.00727	-48.05386	0	30	2021-09-16T04:53:34
1.00597	-48.05451	0	30	2021-09-16T04:58:35
1.00481	-48.05502	0	30	2021-09-16T05:03:35
1.00363	-48.05560	0	30	2021-09-16T05:08:34
1.00242	-48.05618	0	30	2021-09-16T05:13:36
1.00115	-48.05676	0	30	2021-09-16T05:18:34
0.99992	-48.05734	0	30	2021-09-16T05:23:35
0.99869	-48.05795	0	30	2021-09-16T05:28:34
0.99744	-48.05857	0	30	2021-09-16T05:33:35
0.99624	-48.05917	0	30	2021-09-16T05:38:34
0.99502	-48.05981	0	30	2021-09-16T05:43:35
0.99380	-48.06046	0	30	2021-09-16T05:48:34
0.99259	-48.06116	0	30	2021-09-16T05:53:36
0.99127	-48.06193	0	30	2021-09-16T05:58:36
0.99020	-48.06253	0	30	2021-09-16T06:03:36
0.98906	-48.06320	0	30	2021-09-16T06:08:34
0.98791	-48.06387	0	30	2021-09-16T06:13:36
0.98682	-48.06451	0	30	2021-09-16T06:18:36
0.98570	-48.06522	0	30	2021-09-16T06:23:37
0.98465	-48.06586	0	30	2021-09-16T06:28:34
